"date_time","emoji_code","user"
"2014-01-16 12:57:00","1f40a","Owen"
"2014-01-16 12:57:00","1f416","Owen"
"2014-01-16 12:57:00","1f40d","Owen"
"2014-01-16 12:57:00","1f400","Owen"
"2014-01-16 12:57:00","1f406","Owen"
"2014-01-16 12:59:00","1f432","Owen"
"2014-01-16 13:46:00","1f40c","Owen"
"2014-01-16 13:46:00","1f436","Shaggy"
"2014-01-16 13:46:00","1f43a","Shaggy"
"2014-01-16 13:46:00","1f431","Shaggy"
"2014-01-16 13:46:00","1f42d","Shaggy"
"2014-01-16 13:46:00","1f439","Shaggy"
"2014-01-16 13:46:00","1f430","Shaggy"
"2014-01-16 13:46:00","1f438","Shaggy"
"2014-01-16 13:46:00","1f42f","Shaggy"
"2014-01-16 13:46:00","1f428","Shaggy"
"2014-01-16 13:46:00","1f43b","Shaggy"
"2014-01-16 13:46:00","1f437","Shaggy"
"2014-01-16 13:46:00","1f43d","Shaggy"
"2014-01-16 13:46:00","1f42e","Shaggy"
"2014-01-16 13:46:00","1f417","Shaggy"
"2014-01-16 13:46:00","1f435","Shaggy"
"2014-01-16 13:46:00","1f412","Shaggy"
"2014-01-16 13:46:00","1f434","Shaggy"
"2014-01-16 13:46:00","1f411","Shaggy"
"2014-01-16 13:46:00","1f418","Shaggy"
"2014-01-16 13:46:00","1f43c","Shaggy"
"2014-01-16 13:46:00","1f427","Shaggy"
"2014-01-16 13:46:00","1f426","Shaggy"
"2014-01-16 13:46:00","1f424","Shaggy"
"2014-01-16 13:46:00","1f425","Shaggy"
"2014-01-16 13:46:00","1f423","Shaggy"
"2014-01-16 13:46:00","1f414","Shaggy"
"2014-01-16 13:46:00","1f40d","Shaggy"
"2014-01-16 13:46:00","1f422","Shaggy"
"2014-01-16 13:46:00","1f41b","Shaggy"
"2014-01-16 13:46:00","1f41d","Shaggy"
"2014-01-16 13:46:00","1f41c","Shaggy"
"2014-01-16 13:46:00","1f41e","Shaggy"
"2014-01-16 13:46:00","1f40c","Shaggy"
"2014-01-16 13:46:00","1f419","Shaggy"
"2014-01-16 13:46:00","1f41a","Shaggy"
"2014-01-16 13:46:00","1f420","Shaggy"
"2014-01-16 13:46:00","1f41f","Shaggy"
"2014-01-16 13:46:00","1f42c","Shaggy"
"2014-01-16 13:46:00","1f433","Shaggy"
"2014-01-16 13:46:00","1f40b","Shaggy"
"2014-01-16 13:46:00","1f404","Shaggy"
"2014-01-16 13:46:00","1f40f","Shaggy"
"2014-01-16 13:46:00","1f400","Shaggy"
"2014-01-16 13:46:00","1f403","Shaggy"
"2014-01-16 13:46:00","1f405","Shaggy"
"2014-01-16 13:46:00","1f407","Shaggy"
"2014-01-16 13:46:00","1f409","Shaggy"
"2014-01-16 13:46:00","1f409","Shaggy"
"2014-01-16 13:46:00","1f410","Shaggy"
"2014-01-16 13:46:00","1f413","Shaggy"
"2014-01-16 13:46:00","1f415","Shaggy"
"2014-01-16 13:46:00","1f416","Shaggy"
"2014-01-16 13:46:00","1f401","Shaggy"
"2014-01-16 13:46:00","1f402","Shaggy"
"2014-01-16 13:46:00","1f432","Shaggy"
"2014-01-16 13:46:00","1f421","Shaggy"
"2014-01-16 13:46:00","1f40a","Shaggy"
"2014-01-16 13:46:00","1f42b","Shaggy"
"2014-01-16 13:46:00","1f42a","Shaggy"
"2014-01-16 13:46:00","1f406","Shaggy"
"2014-01-16 13:46:00","1f429","Shaggy"
"2014-01-16 13:46:00","1f408","Shaggy"
"2014-01-16 18:55:00","1f436","Owen"
"2014-01-16 18:55:00","1f43a","Owen"
"2014-01-16 18:55:00","1f431","Owen"
"2014-01-16 18:55:00","1f42d","Owen"
"2014-01-16 18:55:00","1f439","Owen"
"2014-01-16 18:55:00","1f430","Owen"
"2014-01-16 18:55:00","1f438","Owen"
"2014-01-16 18:55:00","1f42f","Owen"
"2014-01-16 18:55:00","1f428","Owen"
"2014-01-16 18:55:00","1f43b","Owen"
"2014-01-16 18:55:00","1f437","Owen"
"2014-01-16 18:55:00","1f43d","Owen"
"2014-01-16 18:55:00","1f42e","Owen"
"2014-01-16 18:55:00","1f42e","Owen"
"2014-01-16 18:55:00","1f435","Owen"
"2014-01-16 18:55:00","1f412","Owen"
"2014-01-16 18:55:00","1f434","Owen"
"2014-01-16 18:55:00","1f411","Owen"
"2014-01-16 18:55:00","1f418","Owen"
"2014-01-16 18:55:00","1f43c","Owen"
"2014-01-16 18:55:00","1f427","Owen"
"2014-01-16 18:55:00","1f426","Owen"
"2014-01-16 18:55:00","1f424","Owen"
"2014-01-16 18:55:00","1f425","Owen"
"2014-01-16 18:55:00","1f423","Owen"
"2014-01-16 18:55:00","1f414","Owen"
"2014-01-16 18:55:00","1f40d","Owen"
"2014-01-16 18:55:00","1f422","Owen"
"2014-01-16 18:55:00","1f41b","Owen"
"2014-01-16 18:55:00","1f41d","Owen"
"2014-01-16 18:55:00","1f41c","Owen"
"2014-01-16 18:55:00","1f41e","Owen"
"2014-01-16 18:55:00","1f40c","Owen"
"2014-01-16 18:55:00","1f419","Owen"
"2014-01-16 18:55:00","1f41a","Owen"
"2014-01-16 18:55:00","1f420","Owen"
"2014-01-16 18:55:00","1f420","Owen"
"2014-01-16 18:55:00","1f42c","Owen"
"2014-01-16 18:55:00","1f433","Owen"
"2014-01-16 18:55:00","1f40b","Owen"
"2014-01-16 18:55:00","1f404","Owen"
"2014-01-16 18:55:00","1f40f","Owen"
"2014-01-16 18:55:00","1f400","Owen"
"2014-01-16 18:55:00","1f403","Owen"
"2014-01-16 18:55:00","1f405","Owen"
"2014-01-16 18:55:00","1f407","Owen"
"2014-01-16 18:55:00","1f409","Owen"
"2014-01-16 18:55:00","1f40e","Owen"
"2014-01-16 18:55:00","1f410","Owen"
"2014-01-16 18:55:00","1f413","Owen"
"2014-01-16 18:55:00","1f415","Owen"
"2014-01-16 18:55:00","1f416","Owen"
"2014-01-16 18:55:00","1f401","Owen"
"2014-01-16 18:55:00","1f402","Owen"
"2014-01-16 18:55:00","1f432","Owen"
"2014-01-16 18:55:00","1f421","Owen"
"2014-01-16 18:55:00","1f40a","Owen"
"2014-01-16 18:55:00","1f42b","Owen"
"2014-01-16 18:55:00","1f42a","Owen"
"2014-01-16 18:55:00","1f406","Owen"
"2014-01-16 18:55:00","1f408","Owen"
"2014-01-16 18:55:00","1f429","Owen"
"2014-01-21 14:43:00","1f40a","Owen"
"2014-01-21 14:43:00","1f40a","Owen"
"2014-01-21 15:38:00","1f429","Owen"
"2014-01-21 15:38:00","1f429","Owen"
"2014-01-21 17:50:00","1f404","Owen"
"2014-01-21 17:50:00","1f404","Owen"
"2014-01-21 17:53:00","1f47b","Owen"
"2014-01-21 17:53:00","1f47b","Owen"
"2014-01-21 18:00:00","1f631","Owen"
"2014-01-21 18:00:00","1f64f","Owen"
"2014-01-21 18:00:00","1f44c","Owen"
"2014-01-21 18:00:00","1f443","Owen"
"2014-01-21 18:00:00","1f445","Owen"
"2014-01-21 19:59:00","1f42a","Owen"
"2014-01-21 19:59:00","1f60d","Owen"
"2014-01-21 20:00:00","1f42a","Marth"
"2014-01-21 20:00:00","1f60d","Marth"
"2014-01-21 20:07:00","1f436","Marth"
"2014-01-21 20:07:00","1f43a","Marth"
"2014-01-21 20:07:00","1f431","Marth"
"2014-01-21 20:07:00","1f42d","Marth"
"2014-01-21 20:07:00","1f439","Marth"
"2014-01-21 20:07:00","1f430","Marth"
"2014-01-21 20:07:00","1f438","Marth"
"2014-01-21 20:07:00","1f42f","Marth"
"2014-01-21 20:07:00","1f428","Marth"
"2014-01-21 20:07:00","1f43b","Marth"
"2014-01-21 20:07:00","1f437","Marth"
"2014-01-21 20:07:00","1f43d","Marth"
"2014-01-21 20:07:00","1f42e","Marth"
"2014-01-21 20:07:00","1f417","Marth"
"2014-01-21 20:07:00","1f435","Marth"
"2014-01-21 20:07:00","1f412","Marth"
"2014-01-21 20:07:00","1f434","Marth"
"2014-01-21 20:07:00","1f411","Marth"
"2014-01-21 20:07:00","1f418","Marth"
"2014-01-21 20:07:00","1f43c","Marth"
"2014-01-21 20:07:00","1f427","Marth"
"2014-01-21 20:07:00","1f426","Marth"
"2014-01-21 20:07:00","1f424","Marth"
"2014-01-21 20:07:00","1f425","Marth"
"2014-01-21 20:07:00","1f423","Marth"
"2014-01-21 20:07:00","1f414","Marth"
"2014-01-21 20:07:00","1f40d","Marth"
"2014-01-21 20:07:00","1f422","Marth"
"2014-01-21 20:07:00","1f41b","Marth"
"2014-01-21 20:07:00","1f41d","Marth"
"2014-01-21 20:07:00","1f41c","Marth"
"2014-01-21 20:07:00","1f41e","Marth"
"2014-01-21 20:07:00","1f40c","Marth"
"2014-01-21 20:07:00","1f419","Marth"
"2014-01-21 20:07:00","1f41a","Marth"
"2014-01-21 20:07:00","1f420","Marth"
"2014-01-21 20:07:00","1f41f","Marth"
"2014-01-21 20:07:00","1f42c","Marth"
"2014-01-21 20:07:00","1f433","Marth"
"2014-01-21 20:07:00","1f40b","Marth"
"2014-01-21 20:07:00","1f404","Marth"
"2014-01-21 20:07:00","1f40f","Marth"
"2014-01-21 20:07:00","1f400","Marth"
"2014-01-21 20:07:00","1f403","Marth"
"2014-01-21 20:07:00","1f405","Marth"
"2014-01-21 20:07:00","1f407","Marth"
"2014-01-21 20:07:00","1f409","Marth"
"2014-01-21 20:07:00","1f40e","Marth"
"2014-01-21 20:07:00","1f410","Marth"
"2014-01-21 20:07:00","1f413","Marth"
"2014-01-21 20:07:00","1f415","Marth"
"2014-01-21 20:07:00","1f416","Marth"
"2014-01-21 20:07:00","1f401","Marth"
"2014-01-21 20:07:00","1f402","Marth"
"2014-01-21 20:07:00","1f432","Marth"
"2014-01-21 20:07:00","1f421","Marth"
"2014-01-21 20:07:00","1f40a","Marth"
"2014-01-21 20:07:00","1f42b","Marth"
"2014-01-21 20:07:00","1f42a","Marth"
"2014-01-21 20:07:00","1f406","Marth"
"2014-01-21 20:07:00","1f408","Marth"
"2014-01-21 20:07:00","1f429","Marth"
"2014-01-21 20:07:00","1f43e","Marth"
"2014-01-21 20:07:00","1f490","Marth"
"2014-01-21 20:07:00","1f338","Marth"
"2014-01-21 20:07:00","1f337","Marth"
"2014-01-21 20:07:00","1f340","Marth"
"2014-01-21 20:07:00","1f339","Marth"
"2014-01-21 20:07:00","1f33b","Marth"
"2014-01-21 20:07:00","1f33a","Marth"
"2014-01-21 20:07:00","1f341","Marth"
"2014-01-21 20:07:00","1f343","Marth"
"2014-01-21 20:07:00","1f342","Marth"
"2014-01-21 20:07:00","1f33f","Marth"
"2014-01-21 20:07:00","1f33e","Marth"
"2014-01-21 20:07:00","1f344","Marth"
"2014-01-21 20:07:00","1f335","Marth"
"2014-01-21 20:07:00","1f334","Marth"
"2014-01-21 20:07:00","1f332","Marth"
"2014-01-21 20:07:00","1f333","Marth"
"2014-01-21 20:07:00","1f330","Marth"
"2014-01-21 20:07:00","1f331","Marth"
"2014-01-21 20:07:00","1f33c","Marth"
"2014-01-21 20:07:00","1f310","Marth"
"2014-01-21 20:07:00","1f31e","Marth"
"2014-01-21 20:07:00","1f31d","Marth"
"2014-01-21 20:07:00","1f31a","Marth"
"2014-01-21 20:07:00","1f311","Marth"
"2014-01-21 20:07:00","1f312","Marth"
"2014-01-21 20:07:00","1f313","Marth"
"2014-01-21 20:07:00","1f314","Marth"
"2014-01-21 20:07:00","1f315","Marth"
